transaction_id,amount,payment_method,bank,device,hour,previous_failures,attempt_number,error_code,customer_type,status
TX12793,19585,NET_BANKING,Bank_C,Android,18,0,1,AUTH_ERROR,RETURNING,FAILED
TX12794,6709,CARD,Bank_A,Android,11,0,1,NONE,NEW,FAILED
TX12795,9414,CARD,Bank_B,Android,18,0,1,NONE,RETURNING,SUCCESS
TX12796,16358,UPI,Bank_B,Android,7,2,3,NONE,RETURNING,SUCCESS
TX12797,5409,UPI,Bank_D,Android,18,1,2,NETWORK_ERROR,RETURNING,FAILED
TX12798,111,UPI,Bank_A,Android,5,1,2,NONE,NEW,SUCCESS
TX12799,15489,UPI,Bank_B,Desktop,6,0,1,NETWORK_ERROR,NEW,FAILED
TX12800,13771,UPI,Bank_D,Android,16,1,2,AUTH_ERROR,RETURNING,FAILED
TX12801,5874,CARD,Bank_D,Android,14,0,1,NONE,RETURNING,SUCCESS
TX12802,16663,UPI,Bank_B,iOS,13,0,1,NETWORK_ERROR,RETURNING,FAILED
TX12803,896,CARD,Bank_A,Android,14,1,2,NONE,RETURNING,SUCCESS
TX12804,7379,CARD,Bank_B,Android,7,0,1,NONE,RETURNING,SUCCESS
TX12805,7288,UPI,Bank_C,iOS,7,0,1,NONE,NEW,SUCCESS
TX12806,2124,UPI,Bank_A,Android,19,0,1,NONE,RETURNING,SUCCESS
TX12807,7766,UPI,Bank_C,Android,23,1,2,NONE,RETURNING,SUCCESS
TX12808,3317,UPI,Bank_B,iOS,5,1,2,BANK_ERROR,RETURNING,SUCCESS
TX12809,6684,UPI,Bank_A,Android,22,0,1,NONE,NEW,SUCCESS
TX12810,5385,CARD,Bank_C,Desktop,2,0,1,NONE,RETURNING,SUCCESS
TX12811,7470,UPI,Bank_C,Android,15,0,1,NONE,RETURNING,SUCCESS
TX12812,18003,CARD,Bank_C,Android,2,1,2,NONE,NEW,SUCCESS
TX12813,6956,NET_BANKING,Bank_C,Android,12,0,1,NONE,RETURNING,FAILED
TX12814,2532,UPI,Bank_A,Android,14,1,2,NONE,NEW,SUCCESS
TX12815,4966,CARD,Bank_C,Desktop,9,0,1,CARD_DECLINED,RETURNING,SUCCESS
TX12816,13666,UPI,Bank_D,Desktop,8,0,1,NONE,RETURNING,SUCCESS
TX12817,5154,CARD,Bank_B,Android,14,2,3,AUTH_ERROR,RETURNING,FAILED
TX12818,9208,UPI,Bank_B,iOS,11,0,1,BANK_ERROR,RETURNING,FAILED
TX12819,18554,CARD,Bank_C,Desktop,18,3,4,NONE,NEW,FAILED
TX12820,1881,UPI,Bank_A,iOS,8,0,1,NONE,RETURNING,SUCCESS
TX12821,18000,NET_BANKING,Bank_B,Android,2,0,1,NONE,NEW,SUCCESS
TX12822,11162,UPI,Bank_D,Android,12,0,1,NONE,RETURNING,FAILED
TX12823,11874,UPI,Bank_B,Desktop,3,0,1,NONE,RETURNING,SUCCESS
TX12824,16058,UPI,Bank_D,Desktop,2,0,1,NONE,RETURNING,SUCCESS
TX12825,19774,CARD,Bank_A,Android,4,0,1,NETWORK_ERROR,RETURNING,FAILED
TX12826,9738,CARD,Bank_B,Android,19,0,1,NONE,RETURNING,SUCCESS
TX12827,1479,NET_BANKING,Bank_D,Android,8,0,1,NETWORK_ERROR,RETURNING,SUCCESS
TX12828,9775,CARD,Bank_A,iOS,17,2,3,NETWORK_ERROR,RETURNING,FAILED
TX12829,10366,UPI,Bank_D,Android,9,2,3,AUTH_ERROR,RETURNING,FAILED
TX12830,17284,UPI,Bank_B,Desktop,23,0,1,BANK_ERROR,NEW,FAILED
TX12831,15295,UPI,Bank_D,Desktop,18,0,1,AUTH_ERROR,NEW,SUCCESS
TX12832,11029,NET_BANKING,Bank_D,Android,14,0,1,NONE,RETURNING,SUCCESS
TX12833,5367,NET_BANKING,Bank_B,iOS,17,0,1,NONE,RETURNING,SUCCESS
TX12834,19979,UPI,Bank_C,Android,6,0,1,NONE,NEW,SUCCESS
TX12835,3357,CARD,Bank_C,Desktop,21,0,1,CARD_DECLINED,RETURNING,SUCCESS
TX12836,12169,CARD,Bank_D,Android,23,2,3,CARD_DECLINED,NEW,FAILED
TX12837,1081,CARD,Bank_B,Android,2,1,2,CARD_DECLINED,RETURNING,SUCCESS
TX12838,10768,CARD,Bank_D,Android,21,0,1,CARD_DECLINED,RETURNING,FAILED
TX12839,18572,UPI,Bank_A,Android,1,1,2,NONE,RETURNING,FAILED
TX12840,19436,NET_BANKING,Bank_C,Android,10,2,3,BANK_ERROR,NEW,FAILED
TX12841,11756,UPI,Bank_A,iOS,14,1,2,NONE,NEW,SUCCESS
TX12842,18610,UPI,Bank_A,Android,6,0,1,BANK_ERROR,RETURNING,FAILED
TX12843,8163,UPI,Bank_B,iOS,18,0,1,NETWORK_ERROR,RETURNING,SUCCESS
TX12844,19075,UPI,Bank_B,Android,4,0,1,NONE,NEW,FAILED
TX12845,9765,CARD,Bank_A,Android,18,0,1,NONE,RETURNING,SUCCESS
TX12846,19806,CARD,Bank_B,iOS,9,0,1,NONE,RETURNING,SUCCESS
TX12847,6537,UPI,Bank_D,Android,14,0,1,NONE,RETURNING,SUCCESS
TX12848,10475,CARD,Bank_B,Android,0,2,3,CARD_DECLINED,RETURNING,FAILED
TX12849,2961,UPI,Bank_B,Desktop,16,0,1,NONE,RETURNING,SUCCESS
TX12850,12942,NET_BANKING,Bank_D,Android,9,0,1,BANK_ERROR,NEW,FAILED
TX12851,18139,UPI,Bank_B,Desktop,3,0,1,NETWORK_ERROR,RETURNING,SUCCESS
TX12852,18239,UPI,Bank_A,Android,20,1,2,BANK_ERROR,RETURNING,SUCCESS
TX12853,6327,UPI,Bank_C,Desktop,16,2,3,BANK_ERROR,NEW,FAILED
TX12854,11524,UPI,Bank_A,Android,9,0,1,NONE,RETURNING,SUCCESS
TX12855,9743,UPI,Bank_A,Android,11,0,1,NONE,RETURNING,SUCCESS
TX12856,10410,NET_BANKING,Bank_B,Android,10,0,1,NONE,RETURNING,SUCCESS
TX12857,19051,UPI,Bank_B,iOS,2,0,1,NONE,NEW,SUCCESS
TX12858,15333,UPI,Bank_C,iOS,18,2,3,BANK_ERROR,NEW,FAILED
TX12859,13300,CARD,Bank_B,Android,17,0,1,NONE,NEW,SUCCESS
TX12860,19607,UPI,Bank_C,Desktop,21,0,1,NONE,NEW,FAILED
TX12861,10632,CARD,Bank_C,Desktop,17,2,3,NETWORK_ERROR,NEW,FAILED
TX12862,9780,NET_BANKING,Bank_A,Android,3,0,1,NONE,NEW,SUCCESS
TX12863,10719,CARD,Bank_A,Android,4,0,1,CARD_DECLINED,RETURNING,SUCCESS
TX12864,7250,UPI,Bank_A,Android,2,0,1,NONE,RETURNING,SUCCESS
TX12865,1866,UPI,Bank_C,Desktop,0,3,4,BANK_ERROR,NEW,FAILED
TX12866,3649,UPI,Bank_D,iOS,16,1,2,NETWORK_ERROR,NEW,SUCCESS
TX12867,18793,UPI,Bank_B,Desktop,16,0,1,AUTH_ERROR,RETURNING,SUCCESS
TX12868,9734,UPI,Bank_D,Android,21,0,1,BANK_ERROR,NEW,SUCCESS
TX12869,2076,NET_BANKING,Bank_A,Desktop,19,0,1,NETWORK_ERROR,RETURNING,SUCCESS
TX12870,15660,UPI,Bank_D,iOS,21,0,1,NONE,RETURNING,SUCCESS
TX12871,12265,UPI,Bank_D,Android,0,2,3,NONE,RETURNING,FAILED
TX12872,2590,UPI,Bank_B,Android,20,0,1,NETWORK_ERROR,NEW,FAILED
TX12873,12095,UPI,Bank_A,Desktop,0,0,1,NONE,NEW,SUCCESS
TX12874,12119,UPI,Bank_B,Android,3,0,1,NETWORK_ERROR,RETURNING,FAILED
TX12875,7525,NET_BANKING,Bank_A,iOS,8,0,1,BANK_ERROR,RETURNING,SUCCESS
TX12876,12957,UPI,Bank_C,iOS,5,0,1,BANK_ERROR,RETURNING,SUCCESS
TX12877,8789,NET_BANKING,Bank_C,Android,11,0,1,NONE,RETURNING,SUCCESS
TX12878,4076,CARD,Bank_C,Android,12,0,1,NONE,RETURNING,SUCCESS
TX12879,14305,NET_BANKING,Bank_B,Desktop,19,2,3,NETWORK_ERROR,NEW,FAILED
TX12880,804,UPI,Bank_B,Desktop,22,0,1,NONE,RETURNING,SUCCESS
TX12881,5552,UPI,Bank_D,Android,10,0,1,NONE,RETURNING,FAILED
TX12882,12949,UPI,Bank_A,iOS,11,0,1,NONE,RETURNING,SUCCESS
TX12883,6194,NET_BANKING,Bank_D,Android,9,0,1,NETWORK_ERROR,RETURNING,SUCCESS
TX12884,3781,CARD,Bank_B,Android,15,1,2,NETWORK_ERROR,NEW,SUCCESS
TX12885,18400,CARD,Bank_A,Desktop,16,0,1,NONE,NEW,SUCCESS
TX12886,9666,UPI,Bank_A,Android,12,0,1,NONE,NEW,SUCCESS
TX12887,7601,UPI,Bank_A,Android,0,1,2,NONE,RETURNING,SUCCESS
TX12888,1945,UPI,Bank_A,Android,20,0,1,AUTH_ERROR,RETURNING,SUCCESS
TX12889,6513,UPI,Bank_B,Android,22,0,1,NONE,RETURNING,SUCCESS
TX12890,8090,UPI,Bank_B,iOS,8,0,1,NONE,RETURNING,SUCCESS
TX12891,9728,UPI,Bank_B,Desktop,7,0,1,NONE,NEW,SUCCESS
TX12892,13330,CARD,Bank_A,Android,17,2,3,NETWORK_ERROR,RETURNING,FAILED
TX12893,19574,NET_BANKING,Bank_C,Android,0,0,1,NONE,RETURNING,SUCCESS
TX12894,17854,CARD,Bank_C,Desktop,2,2,3,NETWORK_ERROR,RETURNING,FAILED
TX12895,18412,CARD,Bank_D,Android,0,0,1,AUTH_ERROR,NEW,SUCCESS
TX12896,1736,NET_BANKING,Bank_A,Desktop,0,3,4,BANK_ERROR,RETURNING,FAILED
TX12897,18327,UPI,Bank_D,Desktop,23,0,1,NONE,RETURNING,SUCCESS
TX12898,14807,UPI,Bank_A,Desktop,18,0,1,NONE,NEW,SUCCESS
TX12899,17315,CARD,Bank_A,Android,17,1,2,AUTH_ERROR,NEW,FAILED
TX12900,5638,UPI,Bank_C,Android,11,0,1,NONE,RETURNING,SUCCESS
TX12901,10417,UPI,Bank_B,iOS,5,1,2,NETWORK_ERROR,RETURNING,FAILED
TX12902,12554,UPI,Bank_A,Android,16,2,3,NONE,NEW,FAILED
TX12903,15549,UPI,Bank_A,iOS,11,0,1,NONE,NEW,FAILED
TX12904,8555,UPI,Bank_C,Android,1,0,1,NONE,NEW,SUCCESS
TX12905,15159,UPI,Bank_B,Android,3,0,1,NONE,NEW,SUCCESS
TX12906,15730,UPI,Bank_A,Android,6,1,2,NONE,NEW,FAILED
TX12907,1386,UPI,Bank_D,Android,1,1,2,NONE,NEW,SUCCESS
TX12908,1629,NET_BANKING,Bank_B,Android,19,0,1,BANK_ERROR,RETURNING,SUCCESS
TX12909,10100,NET_BANKING,Bank_B,Android,19,1,2,NONE,NEW,SUCCESS
TX12910,6755,CARD,Bank_B,iOS,23,1,2,NONE,NEW,SUCCESS
TX12911,1977,NET_BANKING,Bank_A,iOS,14,0,1,NONE,NEW,SUCCESS
TX12912,10041,UPI,Bank_A,Android,6,0,1,NONE,NEW,SUCCESS
TX12913,18962,CARD,Bank_D,iOS,22,0,1,NONE,NEW,FAILED
TX12914,13155,UPI,Bank_A,Android,18,0,1,NONE,RETURNING,FAILED
TX12915,16584,CARD,Bank_C,Android,2,2,3,AUTH_ERROR,NEW,SUCCESS
TX12916,3187,UPI,Bank_A,Android,8,1,2,BANK_ERROR,RETURNING,FAILED
TX12917,5928,CARD,Bank_A,Android,11,0,1,NONE,NEW,SUCCESS
TX12918,18775,UPI,Bank_A,Android,17,0,1,NONE,RETURNING,SUCCESS
TX12919,17177,UPI,Bank_B,Android,2,0,1,NONE,NEW,SUCCESS
TX12920,5506,CARD,Bank_B,Android,8,2,3,AUTH_ERROR,NEW,FAILED
TX12921,11532,CARD,Bank_B,iOS,5,1,2,CARD_DECLINED,RETURNING,FAILED
TX12922,3591,UPI,Bank_C,Android,4,0,1,NONE,RETURNING,SUCCESS
TX12923,13458,CARD,Bank_C,Android,8,0,1,NONE,NEW,SUCCESS
TX12924,13454,UPI,Bank_C,Desktop,22,0,1,NONE,RETURNING,FAILED
TX12925,3492,CARD,Bank_B,Desktop,13,0,1,NONE,RETURNING,FAILED
TX12926,2368,UPI,Bank_B,Android,1,0,1,NONE,RETURNING,SUCCESS
TX12927,5732,CARD,Bank_D,iOS,21,0,1,NONE,RETURNING,SUCCESS
TX12928,3883,UPI,Bank_B,Android,2,0,1,NONE,RETURNING,FAILED
TX12929,14579,NET_BANKING,Bank_A,Android,0,1,2,NONE,NEW,SUCCESS
TX12930,15487,UPI,Bank_B,iOS,3,0,1,BANK_ERROR,RETURNING,SUCCESS
TX12931,6069,UPI,Bank_A,Android,12,0,1,NONE,NEW,FAILED
TX12932,9081,UPI,Bank_A,Desktop,7,0,1,BANK_ERROR,RETURNING,SUCCESS
TX12933,8950,UPI,Bank_A,iOS,20,1,2,BANK_ERROR,RETURNING,FAILED
TX12934,15272,UPI,Bank_C,Android,20,0,1,NONE,NEW,FAILED
TX12935,17502,CARD,Bank_B,Android,17,1,2,NETWORK_ERROR,NEW,FAILED
TX12936,18437,UPI,Bank_A,Android,19,2,3,BANK_ERROR,RETURNING,FAILED
TX12937,3757,UPI,Bank_D,Android,3,1,2,NONE,NEW,SUCCESS
TX12938,18780,UPI,Bank_B,Android,6,0,1,NONE,RETURNING,SUCCESS
TX12939,17258,UPI,Bank_C,Android,12,2,3,AUTH_ERROR,RETURNING,FAILED
TX12940,19295,CARD,Bank_B,Android,22,0,1,NETWORK_ERROR,NEW,FAILED
TX12941,9672,NET_BANKING,Bank_D,Android,20,0,1,NONE,RETURNING,SUCCESS
TX12942,3282,UPI,Bank_C,iOS,0,1,2,NONE,RETURNING,SUCCESS
TX12943,13079,UPI,Bank_B,Android,17,0,1,NONE,NEW,FAILED
TX12944,7967,UPI,Bank_D,iOS,13,3,4,BANK_ERROR,NEW,FAILED
TX12945,15255,NET_BANKING,Bank_C,Android,7,0,1,NONE,RETURNING,SUCCESS
TX12946,13106,CARD,Bank_B,Desktop,21,0,1,NONE,NEW,SUCCESS
TX12947,4429,NET_BANKING,Bank_D,Android,9,2,3,NONE,RETURNING,FAILED
TX12948,3197,UPI,Bank_A,Android,7,0,1,NONE,RETURNING,SUCCESS
TX12949,1504,NET_BANKING,Bank_A,Android,2,0,1,NONE,RETURNING,SUCCESS
TX12950,5201,CARD,Bank_D,Android,2,1,2,NONE,RETURNING,FAILED
TX12951,1469,NET_BANKING,Bank_C,Android,5,0,1,NONE,RETURNING,SUCCESS
TX12952,6765,UPI,Bank_B,iOS,10,0,1,NONE,RETURNING,SUCCESS
TX12953,18548,CARD,Bank_A,Android,3,0,1,NONE,RETURNING,SUCCESS
TX12954,2865,UPI,Bank_A,iOS,19,1,2,NONE,RETURNING,SUCCESS
TX12955,19301,CARD,Bank_B,Android,15,1,2,NONE,NEW,SUCCESS
TX12956,816,UPI,Bank_A,Desktop,10,2,3,AUTH_ERROR,RETURNING,SUCCESS
TX12957,13950,CARD,Bank_A,Desktop,19,2,3,CARD_DECLINED,NEW,FAILED
TX12958,1811,NET_BANKING,Bank_C,Android,1,2,3,AUTH_ERROR,NEW,FAILED
TX12959,6361,CARD,Bank_A,Android,22,0,1,NONE,NEW,SUCCESS
TX12960,16492,CARD,Bank_B,Desktop,4,0,1,NETWORK_ERROR,NEW,SUCCESS
TX12961,6186,CARD,Bank_B,iOS,4,2,3,NONE,RETURNING,SUCCESS
TX12962,14462,CARD,Bank_D,Android,15,0,1,NONE,NEW,SUCCESS
TX12963,11323,UPI,Bank_B,Android,13,0,1,NONE,RETURNING,SUCCESS
TX12964,16320,UPI,Bank_A,Android,6,0,1,NONE,RETURNING,SUCCESS
TX12965,13492,CARD,Bank_A,Android,20,0,1,NONE,RETURNING,SUCCESS
TX12966,2346,UPI,Bank_C,Android,0,0,1,BANK_ERROR,RETURNING,FAILED
TX12967,2922,CARD,Bank_A,Desktop,1,0,1,NONE,NEW,FAILED
TX12968,17334,CARD,Bank_D,Desktop,13,0,1,NONE,RETURNING,SUCCESS
TX12969,17591,UPI,Bank_C,Desktop,4,0,1,NETWORK_ERROR,NEW,FAILED
TX12970,16783,NET_BANKING,Bank_B,Desktop,12,0,1,NETWORK_ERROR,NEW,SUCCESS
TX12971,9769,UPI,Bank_C,Desktop,12,1,2,NONE,RETURNING,FAILED
TX12972,1182,UPI,Bank_A,Android,6,3,4,NETWORK_ERROR,NEW,FAILED
TX12973,11248,UPI,Bank_B,Android,14,0,1,NONE,NEW,FAILED
TX12974,8267,NET_BANKING,Bank_A,iOS,9,0,1,NONE,NEW,SUCCESS
TX12975,9657,NET_BANKING,Bank_D,Android,1,2,3,NETWORK_ERROR,RETURNING,FAILED
TX12976,19284,UPI,Bank_B,iOS,23,0,1,NONE,RETURNING,SUCCESS
TX12977,11828,UPI,Bank_C,Android,20,0,1,NONE,NEW,SUCCESS
TX12978,4051,UPI,Bank_D,iOS,21,0,1,NETWORK_ERROR,RETURNING,FAILED
TX12979,14777,CARD,Bank_C,Android,18,0,1,NONE,NEW,SUCCESS
TX12980,16069,CARD,Bank_B,Desktop,12,0,1,NONE,NEW,SUCCESS
TX12981,9067,CARD,Bank_C,Desktop,5,0,1,NONE,RETURNING,SUCCESS
TX12982,6868,CARD,Bank_B,Desktop,0,2,3,CARD_DECLINED,NEW,FAILED
TX12983,17936,CARD,Bank_C,Android,0,0,1,CARD_DECLINED,RETURNING,FAILED
TX12984,18165,UPI,Bank_B,Android,23,0,1,NONE,RETURNING,SUCCESS
TX12985,14139,UPI,Bank_A,Desktop,11,0,1,NONE,NEW,SUCCESS
TX12986,2403,CARD,Bank_C,iOS,13,1,2,NONE,RETURNING,SUCCESS
TX12987,15263,CARD,Bank_B,Android,22,1,2,NETWORK_ERROR,NEW,FAILED
TX12988,7257,UPI,Bank_A,Desktop,10,3,4,BANK_ERROR,RETURNING,FAILED
TX12989,18335,UPI,Bank_D,Android,0,0,1,NONE,NEW,SUCCESS
TX12990,18381,CARD,Bank_D,Android,23,3,4,NETWORK_ERROR,RETURNING,FAILED
TX12991,16229,UPI,Bank_C,iOS,4,1,2,BANK_ERROR,RETURNING,FAILED
TX12992,9619,CARD,Bank_D,Android,2,0,1,NONE,RETURNING,FAILED
TX12993,344,CARD,Bank_D,Android,12,0,1,NONE,RETURNING,FAILED
TX12994,9048,UPI,Bank_D,Android,4,0,1,NONE,NEW,SUCCESS
TX12995,9115,CARD,Bank_A,Android,12,0,1,AUTH_ERROR,NEW,FAILED
TX12996,11119,UPI,Bank_A,Desktop,22,1,2,AUTH_ERROR,RETURNING,FAILED
TX12997,2879,UPI,Bank_B,Android,9,3,4,NONE,NEW,FAILED
TX12998,18330,UPI,Bank_D,Android,23,0,1,NONE,RETURNING,FAILED
TX12999,13823,CARD,Bank_D,Android,2,0,1,NONE,RETURNING,SUCCESS
TX13000,12903,CARD,Bank_C,Desktop,0,3,4,NONE,NEW,FAILED
TX13001,16957,UPI,Bank_B,Android,12,0,1,NETWORK_ERROR,RETURNING,FAILED
TX13002,13798,CARD,Bank_A,Android,21,2,3,NETWORK_ERROR,RETURNING,FAILED
TX13003,1892,UPI,Bank_A,Android,4,0,1,NONE,RETURNING,FAILED
TX13004,15476,UPI,Bank_C,Android,10,3,4,NONE,NEW,FAILED
TX13005,18218,UPI,Bank_D,Android,20,0,1,BANK_ERROR,RETURNING,SUCCESS
TX13006,13217,CARD,Bank_B,iOS,11,1,2,NONE,NEW,SUCCESS
TX13007,7315,UPI,Bank_C,Android,10,2,3,NONE,RETURNING,SUCCESS
TX13008,5288,UPI,Bank_D,Android,14,0,1,NONE,RETURNING,SUCCESS
TX13009,16118,UPI,Bank_A,Android,5,0,1,NONE,RETURNING,SUCCESS
TX13010,14801,UPI,Bank_D,Desktop,2,0,1,AUTH_ERROR,NEW,FAILED
TX13011,5381,NET_BANKING,Bank_C,Android,15,0,1,NETWORK_ERROR,RETURNING,FAILED
TX13012,1044,UPI,Bank_C,Android,12,2,3,NETWORK_ERROR,RETURNING,FAILED
TX13013,1611,UPI,Bank_C,Android,15,0,1,NONE,NEW,SUCCESS
TX13014,12818,UPI,Bank_A,Android,4,0,1,NONE,NEW,FAILED
TX13015,17342,CARD,Bank_C,Android,14,0,1,NONE,RETURNING,SUCCESS
TX13016,8469,CARD,Bank_A,iOS,15,0,1,NONE,RETURNING,SUCCESS
TX13017,12220,UPI,Bank_A,Desktop,0,0,1,AUTH_ERROR,RETURNING,SUCCESS
TX13018,13821,UPI,Bank_C,Android,7,0,1,NONE,RETURNING,SUCCESS
TX13019,2715,CARD,Bank_A,Desktop,19,0,1,NONE,NEW,SUCCESS
TX13020,18097,UPI,Bank_C,Android,4,1,2,BANK_ERROR,NEW,FAILED
TX13021,15729,CARD,Bank_B,Android,6,0,1,NONE,RETURNING,SUCCESS
TX13022,2940,CARD,Bank_C,Android,9,1,2,NETWORK_ERROR,RETURNING,SUCCESS
TX13023,14151,UPI,Bank_D,Android,15,3,4,AUTH_ERROR,RETURNING,FAILED
TX13024,1874,UPI,Bank_A,Android,4,0,1,NONE,RETURNING,SUCCESS
TX13025,13362,UPI,Bank_A,Android,19,0,1,NONE,RETURNING,SUCCESS
TX13026,3971,CARD,Bank_B,Android,23,0,1,NONE,RETURNING,SUCCESS
TX13027,8373,CARD,Bank_C,Android,10,0,1,NONE,RETURNING,FAILED
TX13028,17329,UPI,Bank_D,Android,21,0,1,BANK_ERROR,NEW,FAILED
TX13029,9508,UPI,Bank_A,Desktop,17,1,2,NONE,RETURNING,SUCCESS
TX13030,3360,CARD,Bank_C,Android,19,0,1,NONE,RETURNING,SUCCESS
TX13031,3245,UPI,Bank_A,Android,12,0,1,NONE,RETURNING,SUCCESS
TX13032,7902,UPI,Bank_C,iOS,18,0,1,BANK_ERROR,RETURNING,SUCCESS
TX13033,2363,UPI,Bank_B,Desktop,11,1,2,BANK_ERROR,NEW,FAILED
TX13034,8255,CARD,Bank_A,Android,17,0,1,NONE,RETURNING,SUCCESS
TX13035,1022,UPI,Bank_A,Android,14,0,1,NONE,RETURNING,FAILED
TX13036,6795,UPI,Bank_B,Desktop,5,3,4,BANK_ERROR,NEW,FAILED
TX13037,5858,CARD,Bank_D,iOS,9,0,1,NONE,RETURNING,SUCCESS
TX13038,12676,UPI,Bank_A,Desktop,16,0,1,NETWORK_ERROR,NEW,SUCCESS
TX13039,19114,UPI,Bank_A,iOS,9,0,1,NONE,NEW,SUCCESS
TX13040,7916,CARD,Bank_D,Android,3,0,1,NONE,NEW,SUCCESS
TX13041,7656,UPI,Bank_B,Android,7,0,1,NONE,RETURNING,FAILED
TX13042,16325,CARD,Bank_A,Android,4,0,1,NONE,NEW,SUCCESS
TX13043,6030,UPI,Bank_C,Android,18,0,1,NONE,RETURNING,SUCCESS
TX13044,11733,CARD,Bank_B,iOS,17,2,3,NETWORK_ERROR,RETURNING,FAILED
TX13045,3612,CARD,Bank_D,Android,15,1,2,AUTH_ERROR,RETURNING,SUCCESS
TX13046,6166,CARD,Bank_A,Android,21,0,1,AUTH_ERROR,RETURNING,SUCCESS
TX13047,13307,CARD,Bank_D,Desktop,3,0,1,NONE,RETURNING,SUCCESS
TX13048,14422,UPI,Bank_A,Android,6,1,2,AUTH_ERROR,RETURNING,SUCCESS
TX13049,2160,UPI,Bank_B,Android,7,1,2,NONE,NEW,FAILED
TX13050,14113,UPI,Bank_C,iOS,14,0,1,NONE,NEW,FAILED
TX13051,19518,NET_BANKING,Bank_B,Desktop,8,0,1,NONE,RETURNING,SUCCESS
TX13052,2487,NET_BANKING,Bank_B,Android,6,1,2,NONE,RETURNING,SUCCESS
TX13053,8131,UPI,Bank_D,iOS,8,1,2,NONE,RETURNING,SUCCESS
TX13054,1899,UPI,Bank_B,Android,19,0,1,BANK_ERROR,NEW,FAILED
TX13055,2880,UPI,Bank_B,Android,0,1,2,BANK_ERROR,RETURNING,FAILED
TX13056,1227,NET_BANKING,Bank_C,iOS,6,1,2,NONE,RETURNING,FAILED
TX13057,7465,UPI,Bank_A,Desktop,1,3,4,BANK_ERROR,NEW,FAILED
TX13058,14735,UPI,Bank_A,Android,14,2,3,NONE,NEW,SUCCESS
TX13059,7711,UPI,Bank_A,iOS,9,0,1,NONE,RETURNING,FAILED
TX13060,12746,UPI,Bank_B,Android,8,0,1,NONE,NEW,SUCCESS
TX13061,7635,UPI,Bank_A,Android,15,0,1,NONE,RETURNING,SUCCESS
TX13062,14604,UPI,Bank_D,iOS,5,0,1,NETWORK_ERROR,RETURNING,SUCCESS
TX13063,9464,UPI,Bank_C,Desktop,11,0,1,NONE,RETURNING,SUCCESS
TX13064,2908,UPI,Bank_D,Android,7,1,2,NONE,NEW,SUCCESS
TX13065,13155,UPI,Bank_D,Android,8,0,1,NONE,NEW,SUCCESS
TX13066,4397,UPI,Bank_A,Android,6,1,2,NONE,RETURNING,SUCCESS
TX13067,11309,NET_BANKING,Bank_A,Android,13,0,1,BANK_ERROR,NEW,SUCCESS
TX13068,548,CARD,Bank_A,Android,10,1,2,AUTH_ERROR,RETURNING,SUCCESS
TX13069,5108,CARD,Bank_D,Desktop,11,0,1,NETWORK_ERROR,NEW,SUCCESS
TX13070,17277,UPI,Bank_C,Android,18,0,1,BANK_ERROR,NEW,SUCCESS
TX13071,16920,CARD,Bank_A,Android,9,0,1,NONE,NEW,SUCCESS
TX13072,6112,UPI,Bank_D,iOS,20,0,1,NONE,RETURNING,SUCCESS
TX13073,1720,UPI,Bank_C,Android,18,1,2,NETWORK_ERROR,RETURNING,FAILED
TX13074,13684,UPI,Bank_C,Desktop,12,1,2,BANK_ERROR,RETURNING,FAILED
TX13075,1048,UPI,Bank_A,Desktop,2,0,1,NONE,RETURNING,SUCCESS
TX13076,9419,UPI,Bank_B,Desktop,22,0,1,NONE,NEW,SUCCESS
TX13077,16675,UPI,Bank_C,Android,15,0,1,BANK_ERROR,RETURNING,FAILED
TX13078,12304,UPI,Bank_C,Android,21,1,2,AUTH_ERROR,RETURNING,SUCCESS
TX13079,12052,UPI,Bank_C,Android,4,2,3,NONE,RETURNING,FAILED
TX13080,17887,CARD,Bank_D,Android,20,0,1,CARD_DECLINED,RETURNING,SUCCESS
TX13081,18474,UPI,Bank_A,Desktop,7,2,3,AUTH_ERROR,RETURNING,SUCCESS
TX13082,1204,NET_BANKING,Bank_A,Android,0,0,1,NONE,NEW,SUCCESS
TX13083,648,UPI,Bank_C,Android,13,1,2,NETWORK_ERROR,RETURNING,FAILED
TX13084,11740,UPI,Bank_B,Android,19,0,1,BANK_ERROR,NEW,SUCCESS
TX13085,8003,NET_BANKING,Bank_B,Android,4,2,3,NETWORK_ERROR,NEW,FAILED
TX13086,18268,UPI,Bank_D,Android,15,0,1,NONE,RETURNING,SUCCESS
TX13087,10713,CARD,Bank_C,Desktop,0,2,3,CARD_DECLINED,NEW,FAILED
TX13088,17288,UPI,Bank_C,Desktop,21,0,1,NONE,RETURNING,SUCCESS
TX13089,9090,UPI,Bank_B,Android,2,0,1,NONE,RETURNING,SUCCESS
TX13090,11567,UPI,Bank_B,Android,2,2,3,NONE,RETURNING,FAILED
TX13091,4338,NET_BANKING,Bank_D,iOS,10,0,1,NONE,RETURNING,SUCCESS
TX13092,19744,UPI,Bank_C,Desktop,10,0,1,NONE,NEW,SUCCESS
TX13093,4467,UPI,Bank_D,Android,19,1,2,NONE,RETURNING,SUCCESS
TX13094,5751,CARD,Bank_B,iOS,4,0,1,NONE,RETURNING,SUCCESS
TX13095,16304,UPI,Bank_A,Desktop,11,1,2,NETWORK_ERROR,RETURNING,FAILED
